字,音,康熙笔画,字典笔画,笔画差,五行,音调,字意,候选
冰,,6,6,0,水,,忧心劳字神，中年有灾厄，晚年安祥之字。,1
安,,6,6,0,土,,安祥平凡，一生清雅，口快心刚，或克父命，子孙兴旺，幸福之字。,1
印,,6,5,1,水,,一生清雅荣贵，幼年辛苦，中年成功隆昌，晚年劳神之字。,1
全,,6,6,0,火,,多才巧智，清雅荣贵，中年劳累，成功隆昌，名利双收之率。,1
井,,6,4,2,火,,忌车怕水，一生多灾厄或体弱多病，中年劳累，晚年吉祥之字。,1
牟,,6,6,0,水,,聪明伶俐，多才巧智，但怀才不遇或多灾厄，晚年吉祥之字。,1
朽,,6,6,0,木,,有才能理智，难遇知己，中年多灾厄，晚年安祥之字。,1
圳,,6,6,0,土,,性刚或日快，中年多灾厄，忌车怕水，晚年吉祥。,1
弛,,6,6,0,火,,侠义心强，慷慨豪爽，中年多劳奔波，晚年吉祥之字。,1
件,,6,6,0,木,,忧心劳神，一生难幸福，命途多厄，劳苦多灾之字，忌火字。,1
汛,,7,6,1,水,,出国之字，英俊秀气，温和贤淑，中年成功隆昌，有爱情厄之字。,1
江,,7,6,1,水,,清雅多才，中年劳苦，晚年吉祥，女人性刚。,1
汗,,7,6,1,水,,幼年辛苦，清雅令俐，双妻之格，中年有灾厄，晚年吉祥之字。,1
池,,7,6,1,水,,事业隆昌，环境良好，离祖成功，中年平凡，晚年吉祥。,1
汝,,7,6,1,水,,出国之字格，清雅秀气，温和伶俐，中年成功隆昌，荣贵之字。,2
妩,,7,7,0,木,,刑偶伤子，贫苦多厄，破相或身弱多病，一生困苦多灾之字。,1
巡,,7,6,1,金,,奔波劳苦，或身闪动苦，中年成功隆昌，晚年三子兴旺之字。,1
成,,7,6,1,金,,清秀多才，出外或出国大吉，中年成功之字，忌水厄。,1
忒,,7,7,0,金,,多才巧智，温和贤能，中年多灾，晚年隆昌，荣幸之字。,1
言,,7,7,0,木,,重义气。温和聪颖，中年成功隆昌，晚年做唱盛之率。,2
兑,,7,7,0,金,,福禄双收，清雅荣贵，二子吉祥，贵人明现，晚年吉祥。,2
助,,7,7,0,金,,清雅荣贵，有双妻之格，中年成功隆昌，晚年多忧之字。,2
求,,7,7,0,火,,温和贤能，中年成功隆昌，晚年子孙兴旺之字。,2
见,,7,4,3,木,,出外逢贵得财，性刚欠仁和，中年劳累，晚年大吉，刑克父母之字。,1
更,,7,7,0,木,,一生聪颖伶俐，离祖成功，晚婚迟得子大吉，福禄双收之字。,1
希,,7,7,0,水,,虽清雅荣贵多才巧智，但运不通，中年有灾厄，晚婚吉，晚年吉祥。,1
车,,7,4,3,金,,口快心直，或性刚果断，中年劳累奔波，晚年吉祥之字。,1
采,,7,8,-1,火,,秀气伶俐，清雅荣贵，成功隆昌，中年劳累，成功隆昌，晚年劳神之字。,1
作,,7,7,0,金,,忧心劳神，刑偶或欠子，中年隆昌，晚年劳神之字。,1
邑,,7,7,0,土,,一生清雅，秀气温和，吉昌之字。,2
良,,7,7,0,火,,口快多才；清雅荣贵，出外大吉，中年平凡，晚年隆昌，女人刑夫伤子。,1
克,,7,7,0,木,,命硬刑偶伤子之厄，有官格。,1
佑,,7,7,0,土,,精明公正，克己助人，环境良好，工程界吉，成功隆昌，名利之罕。,1
伸,,7,7,0,金,,智勇双全，名利双收，中年劳累或灾厄，晚年吉昌荣幸之字。,1
孚,,7,7,0,水,,清明公正，智勇双全，福寿兴家，中年成功隆昌，双妻之字。,2
辰,,7,7,0,土,,英俊才人，理知聪颖，一生清雅出外吉，成功荣幸之字。,2
罕,,7,7,0,水,,一生多灾厄，忧心劳神之字。,1
男,,7,7,0,火,,晚婚大吉，英俊多才，中年平凡，晚年吉祥，幸福之字。,2
甸,,7,7,0,火,,晚婚迟得子大吉，小心爱情厄，中年成功隆昌，出国之字。,1
佟,,7,7,0,火,,一生多劳困苦，但子到共旺之字。,1
完,,7,7,0,土,,清雅伶俐，出，除资隆昌，中年有灾，晚年吉祥之字。,1
身,,7,7,0,金,,性刚果断或忧心劳神，中年劳累，晚年吉祥之字。,1
孝,,7,7,0,水,,多才巧智，一生清雅荣贵，中年有灾厄，晚年吉祥幸福。,1
初,,7,7,0,金,,清雅荣贵，婚迟吉，中年奔波劳苦，晚年隆昌之字。,1
宏,,7,7,0,水,,一生清雅，多才巧智，中年不利，晚年吉昌。,2
妙,,7,7,0,水,,幼年辛苦，少年千难，中年成功隆昌，女人中年劳苦，晚年吉祥。,1
甫,,7,7,0,水,,多才巧智，清雅伶俐，中年多灾厄，晚年吉祥之字。,1
秀,,7,7,0,金,,有爱情颅脑，秀气灵巧，吉凶分明，配合吉则吉，配合凶则凶。,2
均,,7,7,0,土,,天生聪明，多才巧智，清雅荣贵。成功隆昌，名利双收之字。,2
堂,,7,11,-4,土,,忧心劳神或体弱多病，中年多灾厄，晚年吉祥之字。,1
吟,,7,7,0,木,,温和贤淑，勤俭励业，福禄双收，成功隆昌，忠爆着良，名刃双牧。,2
岭,,7,8,-1,土,,温和贤淑，勤俭守己，福寿兴家，中年辛苦，晚年隆昌之字。,1
牡,,7,7,0,土,,秀气伶俐，福禄双收，有爱情厄，一生荣幸二子之字。,1
位,,7,7,0,土,,义利分明多才巧智，但身弱多病，晚年成功隆昌之字。,1
延,,7,7,0,土,,智勇双全，名利双收出外逢贵，中年奔波，官格，成功隆昌之字。  ,1
判,,7,7,0,金,,忧心劳神，百事苦劳，中年多灾厄，晚年吉祥之字。,1
伯,,7,7,0,水,,多才巧智，义于分明克己助人，英俊佳人，一生幸福之字。,1
住,,7,7,0,火,,多才温和户年劳苦，晚年隆昌之字。,1
峰,,7,10,-3,水,,义术物用，清雅荣昌，出外逢贵，成功隆昌，英俊之字。,2
志,,7,7,0,火,,口快动直，或注刚劳心，中年奔波或劳累，晚年成功隆昌之字。,1
兵,,7,7,0,水,,二子吉祥，内心多忧，中年多灾厄，晚年吉祥之字。,1
伺,,7,7,0,金,,理智聪颖，清雅伶俐，贵人明现，荣贵之字。,2
呈,,7,7,0,火,,学识渊博，清雅荣贵，官或财旺，但常人难受之字。,1
佃,,7,7,0,火,,福禄双收，环境良好，温和贤淑，中年成功隆昌，荣贵之字。,2
伶,,7,7,0,火,,清雅秀气，多才温和，幼年多灾，中年成功隆昌，晚年劳神之字。,1
吾,,7,7,0,木,,智勇双全，义利分明，重情失败，中年多劳，晚年吉祥之字。,1
改,,7,7,0,木,,出外逢贵得财，清雅多才，中年劳苦，晚年隆昌之字。,1
杉,,7,7,0,木,,口快心直，多才巧智，配合吉则吉，杀人或被杀或牢狱短寿之字。,1
酉,,7,7,0,金,,体弱多病，晚婚迟见子大吉，中年多灾厄，晚年隆昌之字。,1
冶,,7,7,0,土,,出外逢贵得财，重情失败，或身弱短寿，女人薄幸多灾厄之于。,1
坐,,7,7,0,金,,刑克父母，精诚和睦，中年多灾厄或奔波，晚年吉祥之字。,1
旱,,7,7,0,木,,忌车怕水，中年奔波或多灾，晚年吉祥之字。,1
束,,7,7,0,金,,二子吉祥，中年顺利幸福，晚年劳神多厄之字。,1
村,,7,7,0,木,,忧心劳神或奔波劳苦，中年吉祥多劳累，晚年隆昌之字。,1
何,,7,7,0,木,,福禄双收，但忧心劳神，中年多灾或身弱多病，晚年吉祥之字。,1
尾,,7,7,0,水,,忧心劳神或刑偶伤子薄幸多灾厄，中年小心，不幸之字。,1
杏,,7,7,0,木,,有爱情烦恼，刑偶伤子，中年平凡，晚年劳神，但安祥之字。,1
灶,,7,7,0,火,,环境良好，清雅多才，双妻之格，中年劳累，忠厚善良之字。,1
宋,,7,7,0,金,,一生清雅，智勇双全，中年奔波，晚年隆昌之字,1
体,,7,7,0,火,,忧心劳神或事劳无功，中年多灾厄，晚年吉祥子福之字。,1
坍,,7,7,0,火,,多才巧智，中年成功隆昌，晚年劳神之字。,1
吴,,7,7,0,木,,一生清雅多才，重情失败，短寿之厄，晚年吉祥之字。,1
巫,,7,7,0,火,,二子吉祥，清雅多才，中年多灾或奔波，晚年吉祥之字。,1
灸,,7,7,0,火,,性刚果断或病弱短寿，中年劳累或牢狱之厄。,1
利,,7,7,0,火,,少年千难，中年劳或奔波，成功隆昌，名利之字。,1
呆,,7,7,0,水,,精神失常，或忧心劳神，晚婚青，中年劳累，晚年子福之字。,1
谷,,7,7,0,木,,二子吉祥，清雅荣贵，福禄双收，中年环境良好，出国之字。,2
序,,7,7,0,金,,温和贤淑，清雅秀气福禄双收，中年之灾，出国之字。,1
赤,,7,7,0,金,,门快心直，性刚出外青，晚婚青，中年隆昌，晚年劳神之字。,1
妆,,7,6,1,金,,不祥之字，多灾厄，忌车怕水，或病弱短寿之字。,1
步,,7,7,0,水,,福禄双收，克父命，中年成功隆昌，二子吉祥，晚年丐神或身弱之字。,1
杖,,7,7,0,木,,志气高，抱负大，欠仁和；中年隆昌，家庭不和，晚年劳神之字。,1
私,,7,7,0,金,,刑偶伤子或忧心劳神，忍耐力强，晚年吉祥之字。,1
足,,7,7,0,火,,中年隆昌幸福，晚年劳神多厄之字。,1
攸,,7,7,0,土,,天生聪颖，温和贤淑，中年吉祥。身弱多厄，晚年隆昌。,1
妊,,7,7,0,金,,良善积德，温和贤淑，名利双收，成功隆昌名利之字。,2
否,,7,7,0,水,,忧心劳神或事劳无功，多灾厄，晚年吉祥之字。,1
町,,7,7,0,火,,清秀多才，温和幸福，晚年多忧之字。,2
李,,7,7,0,火,,一生清雅多才，贵人明现，重情失败，中年劳，晚年隆昌。,1
究,,7,7,0,木,,理智、义千分明，中年隆昌，晚年吉祥享福之字。,2
秃,,7,7,0,土,,忧心劳神，或别国皮或病弱短寿，中年多灾，晚年子福吉祥之字。,1
每,,7,7,0,水,,身弱多厄，或事劳无功，中年勤俭励业成功。,1
豆,,7,7,0,火,,二子吉祥，多才伶俐，清雅荣贵，白手起家，晚年隆昌荣贵之字。  ,1
妣,,7,7,0,,,义利分明，秀气灵巧，勤俭起家，中年隆昌，荣华之字。,2
亨,,7,7,0,水,,多才伶俐，晚婚，中年虽劳，成功隆昌，幸福清闲之字。,1
冷,,7,7,0,水,,不祥之字，暗淡无光，命途多灾，中年劳累。,1
吞,,7,7,0,火,,口快心直，欠仁和饶舌之灾，中年多难，晚年吉祥之字。,1
贝,,7,4,3,水,,出外吉祥，多才巧智，中年隆昌，二子吉祥，晚年劳神过度之字。,1
串,,7,7,0,金,,多愁多忧，事劳无功，身弱多病或中年多灾，晚福之字。,1
别,,7,7,0,水,,刑偶伤子，晚婚吉，清雅伶俐，中年有离乱之厄，晚年安祥之字。,1
坑,,7,7,0,土,,忧心劳神或事劳无功；一生多灾厄，难幸福或身弱多病之字。,1
好,,7,6,1,水,,秀气灵巧，清雅伶俐，福禄双收，荣贵隆昌，但欠子之字。,1
弄,,7,7,0,火,,多才巧智，有爱情厄，中年多灾厄或劳苦，晚年吉祥之字。,1
况,,7,7,0,水,,奔波劳苦，或病弱短寿，中年多灾厄，晚年于福吉祥之字。,1
努,,7,7,0,火,,多刑克，必刚果断，忌车怕水，中年多灾厄，难幸福之字。,1
坊,,7,7,0,土,,外观幸福，内心多忧，有才能无运，中年多劳，晚运吉祥。,1
些,,7,8,-1,金,,二子吉祥，多才巧智，清雅伶俐，中年劳累，晚年吉祥之字。,1
吹,,7,7,0,金,,忧心劳神或奔波劳苦，中年多灾厄，晚年子福之字。,1
歧,,7,8,-1,木,,多愁善感，忧心劳神，中年多灾厄或爱情厄，难幸福之字。,1
我,,7,7,0,木,,奔波劳苦，或忧心劳神，多才巧智，刑偶伤子，晚年吉祥。,1
低,,7,7,0,火,,亲诚机敏，克己助人，中年有厄，晚年隆昌，荣幸之字。,1
坂,,7,7,0,土,,清雅多才，英敏伶俐，重情失败，晚年吉祥隆昌之字。,1
岑,,7,7,0,木,,福禄双收，多刑克之字，晚婚青，中年劳苦，晚年昌盛。,1
材,,7,7,0,木,,智勇双全，清雅荣贵，官运旺，环境良好之字。,2
估,,7,7,0,木,,温和伶俐，多才巧智，中年多灾厄，晚年吉祥，荣幸之字。,1
妨,,7,7,0,水,,秀气灵巧，清雅伶俐，中年吉祥，晚年劳神多厄之字。,1
余,,7,7,0,土,,天生聪颖，名利有分，中年成功隆昌，晚年享福之字。,2
局,,7,7,0,木,,外观幸福，内心多忧，中年多灾，晚年吉祥，忌车厄之字。,1
形,,7,7,0,水,,刑克父母妻子，中年劳累，晚年隆昌之字。,1
声,,7,7,0,金,,名利双收，福禄永在，清雅荣贵，中年成功，双妻之字。,2
弟,,7,7,0,火,,英俊有气，出外吉祥，中年劳累或奔波，晚年隆昌之字。,1
忍,,7,7,0,金,,忧心劳神身弱，中年吉祥，晚年多灾厄之字。,1
戒,,7,7,0,水,,忧心劳神，事劳无功，有杀人被杀恶死凶亡之字。,1
佛,,7,7,0,水,,温和慈祥，清雅荣贵，中年成功隆昌，晚年劳神之字。,1
告,,7,7,0,木,,英俊多才，名利有分，中年奔波劳累，晚年隆昌荣幸之字。,1
忙,,7,6,1,水,,病弱短寿，损丁破财或灾难不离身，一生多劫煞之字。,1
杆,,7,7,0,木,,性刚果断，忌车怕水，中年多灾厄，晚年隆昌之字。,1
彤,,7,7,0,火,,多才巧智，口快心直，清雅荣贵，中年平凡，晚年大吉昌，三子之字。,2
紊,,7,10,-3,金,,英俊伶俐，克己助人，中年成功隆昌，清雅荣贵之字。,1
似,,7,6,1,土,,有才能，清雅荣贵，中年成功隆昌，出国之字。,2
辛,,7,7,0,金,,多方巧智，清雅荣贵，中年成功隆昌，晚年功神之字。,1
走,,7,7,0,金,,奔波劳苦；清雅伶俐，中年劳苦，晚年吉昌，双妻之字。,1
即,,7,7,0,水,,性刚果断或口快心直，中年多劳，晚年吉祥之字。,1
系,,7,7,0,金,,小心有爱情厄，秀气伶俐，多才聪颖，中年有灾，晚年吉祥。,1
含,,7,7,0,水,,福禄双收，名利有分，多才巧智，中年成功隆昌之字。,2
妥,,7,7,0,火,,清秀伶俐，多才温和秀气灵巧，中年成功隆昌，晚年倍加昌盛。,2
但,,7,7,0,火,,义利分明，多才多能，中年劳或奔波，晚年吉昌之字。,1
困,,7,7,0,木,,忧心劳神或损丁破财，中年吉祥平凡，晚年劳神困苦之字。,1
卵,,7,7,0,,,二子吉祥，清雅伶俐，肯作肯劳，勤俭持家，晚年幸福之字。,1
攻,,7,7,0,木,,奔波劳苦或百事苦劳，一生多灾或病弱，短寿之字。,1
却,,7,7,0,木,,刑偶伤子，天生聪明多才伶俐，中年迈功荣贵，女人多灾短寿之字。,1
忌,,7,7,0,木,,重情失败，忧心劳神或身弱多厄，晚年子福之字。,1
岸,àn,8,8,0,水,4,上下敦睦，快乐待人，有才能理智，中年成功隆昌。,2
昂,áng,8,8,0,木,2,子孙兴旺，清雅荣贵，中年成功隆昌，出国之格。,2
八,bā,8,2,6,水,1,多才巧智，清雅荣贵，成功隆昌，首领之格，老运倍加隆昌。,2
板,bǎn,8,8,0,木,3,幼年多灾，少年艰难，中年成功隆昌，环境良好，二子吉祥。,1
版,bǎn,8,8,0,水,3,一生奔波劳苦，身弱短寿，有不幸之灾，或有牢狱之灾。,1
杯,bēi,8,8,0,木,1,清雅秀气，温和贤淑，一生清闲，中年隆昌，晚年吉祥。,2
彼,bǐ,8,8,0,水,3,晚婚吉祥，出外大吉，中年劳苦，晚年吉祥。,1
表,biǎo,8,8,0,水,3,出外吉祥，温和诚实，中年劳，晚年吉庆，刑偶或欠子。,1
秉,bǐng,8,8,0,水,3,义利分明，名利双收，清雅荣贵，操守廉正，出国之字。,2
帛,bó,8,8,0,水,4,有爱情厄，刑偶伤子，中年多灾，晚年吉昌。,1
昌,chāng,8,8,0,金,1,口快心直，性刚，忌车怕水，中年劳，晚年成功隆昌，荣贵官旺。,1
长,cháng,8,4,4,火,2,过房之字，口快心直，中年劳或多灾，晚年吉祥。,1
抄,chāo,8,7,1,金,1,忧心劳神，有爱情烦恼，中年劳或潦倒，晚年吉祥。,1
忱,chén,8,7,1,金,2,忧心劳神，奔波劳苦，怀才不遇，中年劳苦，晚年吉祥。,1
承,chéng,8,8,0,金,2,精明公正，多才多能，中年成功隆昌，环境良好。,2
侈,chǐ,8,8,0,火,3,温和伶俐，多才巧智，中年劳神或奔波，晚年吉祥。,1
初,chū,8,7,1,金,1,刑偶伤子，清雅荣贵，迟婚吉，中年奔波劳苦，晚年隆昌。,1
炊,chuī,8,8,0,火,1,刑偶伤子，忧心劳神，一生难幸福，中年多灾，欠子之字。,1
垂,chuí,8,8,0,金,2,义利分明，天生聪明，中年成功隆昌，清雅荣贵。,2
刺,cì,8,8,0,金,4,身弱多疾，潦倒一生，有才无能，中年劳，晚年享福。,1
到,dào,8,8,0,火,4,清雅平凡，忌车怕水，中年多灾，晚年隆昌，二子吉祥。,1
的,de,8,8,0,火,,勤俭建业，家声克振，中年成功隆昌，女人劳神。,1
底,dǐ,8,8,0,火,3,多愁伶俐，肯做肯劳，中年疾病，晚年吉祥。,1
典,diǎn,8,8,0,火,3,智勇双全，胆识丰足，中年成功隆昌，二子吉祥，出国之字。,2
店,diàn,8,8,0,火,4,名利双收，福禄有份，事业隆昌，清雅荣贵，刑偶伤子。,1
定,dìng,8,8,0,火,4,刑偶伤子，多才朴素，温和慈祥，中年成功隆昌，晚年劳神。,1
东,dōng,8,5,3,木,1,多才巧智，义利分明，中年成功隆昌，刑偶，晚婚吉祥。,1
侗,dòng,8,8,0,火,2,刑偶伤子，一生清雅荣贵，中年劳或奔波，晚年吉昌。,1
儿,ér,8,2,6,金,2,奔波劳苦，清雅荣幸，中年劳，成功隆昌，晚年子孙兴旺。,1
房,fáng,8,8,0,水,2,福禄双收，多才多能，中年劳苦，晚年吉祥。,1
放,fàng,8,8,0,水,4,奔波劳苦，病弱短寿，有爱情厄，中年劳，晚年吉祥。,1
非,fēi,8,8,0,水,1,清雅秀丽，多才多能，义利分明，中年平凡，晚年吉昌。,2
